date,bitcoin,ethereum,tether,usd-coin,binancecoin,binance-usd,ripple,cardano,solana,dogecoin,polkadot,dai,shiba-inu,tron,avalanche-2,leo-token,wrapped-bitcoin,staked-ether,matic-network,ftx-token,litecoin,okb,chainlink,crypto-com-chain,stellar,cosmos,near,uniswap,monero,algorand,ethereum-classic,bitcoin-cash,chain-2,theta-fuel,vechain,flow,the-sandbox,apecoin,internet-computer,tezos,decentraland,frax,hedera-hashgraph,filecoin,theta-token,axie-infinity,elrond-erd-2,true-usd,bitcoin-cash-sv,eos
2013-06-13,108.4,,,,,,,,,,,,,,,,,,,,2.3539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-14,102.769,,,,,,,,,,,,,,,,,,,,2.24431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-15,98.399,,,,,,,,,,,,,,,,,,,,2.12094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-16,99.99,,,,,,,,,,,,,,,,,,,,2.0696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-17,100.42,,,,,,,,,,,,,,,,,,,,2.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-18,102.0,,,,,,,,,,,,,,,,,,,,2.28174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-19,106.55,,,,,,,,,,,,,,,,,,,,2.26624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-20,107.9,,,,,,,,,,,,,,,,,,,,2.28867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-21,110.91,,,,,,,,,,,,,,,,,,,,2.30062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-22,109.015,,,,,,,,,,,,,,,,,,,,2.81578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-23,107.25,,,,,,,,,,,,,,,,,,,,3.07596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-24,108.0,,,,,,,,,,,,,,,,,,,,3.06858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-25,102.443,,,,,,,,,,,,,,,,,,,,2.87482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-26,103.691,,,,,,,,,,,,,,,,,,,,2.82429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-27,103.39,,,,,,,,,,,,,,,,,,,,2.87716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-28,99.66,,,,,,,,,,,,,,,,,,,,2.96028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-29,93.3311,,,,,,,,,,,,,,,,,,,,2.83478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,95.3886,,,,,,,,,,,,,,,,,,,,2.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-01,97.504,,,,,,,,,,,,,,,,,,,,3.05876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-02,89.489,,,,,,,,,,,,,,,,,,,,2.97799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-03,90.797,,,,,,,,,,,,,,,,,,,,2.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-04,78.8,,,,,,,,,,,,,,,,,,,,2.58748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-05,78.48,,,,,,,,,,,,,,,,,,,,2.67032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-06,67.809,,,,,,,,,,,,,,,,,,,,2.43753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-07,68.0831,,,,,,,,,,,,,,,,,,,,2.40999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-08,77.502,,,,,,,,,,,,,,,,,,,,2.68284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-09,76.3915,,,,,,,,,,,,,,,,,,,,2.62584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-10,77.0,,,,,,,,,,,,,,,,,,,,2.5908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-11,85.75,,,,,,,,,,,,,,,,,,,,2.78437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-12,93.804,,,,,,,,,,,,,,,,,,,,2.82094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-13,88.0622,,,,,,,,,,,,,,,,,,,,2.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-14,95.58,,,,,,,,,,,,,,,,,,,,2.79461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-15,94.0,,,,,,,,,,,,,,,,,,,,2.86238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-16,97.301,,,,,,,,,,,,,,,,,,,,2.95499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-17,98.9796,,,,,,,,,,,,,,,,,,,,3.1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-18,97.8,,,,,,,,,,,,,,,,,,,,3.09778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-19,88.7869,,,,,,,,,,,,,,,,,,,,2.83108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20,91.572,,,,,,,,,,,,,,,,,,,,2.94747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-21,89.28,,,,,,,,,,,,,,,,,,,,2.8741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-22,90.3672,,,,,,,,,,,,,,,,,,,,2.90203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-23,91.7024,,,,,,,,,,,,,,,,,,,,2.90663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-24,94.5806,,,,,,,,,,,,,,,,,,,,2.89478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-25,94.525,,,,,,,,,,,,,,,,,,,,2.94829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-26,96.9499,,,,,,,,,,,,,,,,,,,,2.90025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-27,94.13,,,,,,,,,,,,,,,,,,,,2.8811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-28,94.005,,,,,,,,,,,,,,,,,,,,2.8854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-29,98.5759,,,,,,,,,,,,,,,,,,,,2.94805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-30,101.5,,,,,,,,,,,,,,,,,,,,2.96412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-31,110.34,,,,,,,,,,,,,,,,,,,,2.9615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-01,106.23,,,,,,,,,,,,,,,,,,,,2.93786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-02,101.61,,,,,,,,,,,,,,,,,,,,2.92638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-03,103.7,,,,,,,,,,,,,,,,,,,,2.88654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-04,104.86,,,,,,0.00587384,,,,,,,,,,,,,,2.9925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-05,106.56,,,,,,0.00565258,,,,,,,,,,,,,,2.91851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-06,105.841,,,,,,0.00466886,,,,,,,,,,,,,,2.86431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-07,106.75,,,,,,0.00448605,,,,,,,,,,,,,,2.76763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-08,101.672,,,,,,0.00419553,,,,,,,,,,,,,,2.77139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-09,103.4,,,,,,0.00427738,,,,,,,,,,,,,,2.71414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-10,102.71,,,,,,0.00431834,,,,,,,,,,,,,,2.6471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-11,103.77,,,,,,0.00437208,,,,,,,,,,,,,,2.60786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-12,105.18,,,,,,0.00439693,,,,,,,,,,,,,,2.63477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-13,106.068,,,,,,0.0042276,,,,,,,,,,,,,,2.66569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-14,111.621,,,,,,0.00384587,,,,,,,,,,,,,,2.76535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-15,111.87,,,,,,0.00332756,,,,,,,,,,,,,,2.74753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-16,109.867,,,,,,0.0029013,,,,,,,,,,,,,,2.74309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-17,112.74,,,,,,0.00549521,,,,,,,,,,,,,,2.71122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-18,114.4,,,,,,0.00619764,,,,,,,,,,,,,,2.81783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-19,118.782,,,,,,0.00555976,,,,,,,,,,,,,,2.81232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-20,120.5,,,,,,0.00606081,,,,,,,,,,,,,,2.82928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-21,121.51,,,,,,0.00633807,,,,,,,,,,,,,,2.75302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-22,122.499,,,,,,0.0059671,,,,,,,,,,,,,,2.62637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-23,120.0,,,,,,0.0051352,,,,,,,,,,,,,,2.76157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-24,120.44,,,,,,0.00552798,,,,,,,,,,,,,,2.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-25,122.0,,,,,,0.00609973,,,,,,,,,,,,,,2.65522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-26,122.04,,,,,,0.0064659,,,,,,,,,,,,,,2.57915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-27,125.67,,,,,,0.00641998,,,,,,,,,,,,,,2.52787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-28,123.02,,,,,,0.00634881,,,,,,,,,,,,,,2.54263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-29,123.44,,,,,,0.00582002,,,,,,,,,,,,,,2.5436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-30,129.2,,,,,,0.00604502,,,,,,,,,,,,,,2.53617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31,137.76,,,,,,0.00586333,,,,,,,,,,,,,,2.67694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-01,138.17,,,,,,0.00580064,,,,,,,,,,,,,,2.59768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02,137.17,,,,,,0.00562712,,,,,,,,,,,,,,2.60021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-03,137.51,,,,,,0.00567312,,,,,,,,,,,,,,2.50546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-04,135.21,,,,,,0.005577,,,,,,,,,,,,,,2.68029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-05,129.96,,,,,,0.00583863,,,,,,,,,,,,,,2.79602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-06,126.13,,,,,,0.0059111,,,,,,,,,,,,,,2.73178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-07,123.73,,,,,,0.006188,,,,,,,,,,,,,,2.70368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-08,121.77,,,,,,0.00614238,,,,,,,,,,,,,,2.67392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-09,126.4,,,,,,0.00618881,,,,,,,,,,,,,,2.65835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-10,127.78,,,,,,0.00585396,,,,,,,,,,,,,,2.6822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-11,131.65,,,,,,0.00608146,,,,,,,,,,,,,,2.65227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-12,134.22,,,,,,0.00642623,,,,,,,,,,,,,,2.68863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-13,135.05,,,,,,0.0065889,,,,,,,,,,,,,,2.66591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-14,131.39,,,,,,0.00634135,,,,,,,,,,,,,,2.62133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-15,129.95,,,,,,0.0064294,,,,,,,,,,,,,,2.66533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-16,131.48,,,,,,0.00704318,,,,,,,,,,,,,,2.6549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-17,131.31,,,,,,0.00961002,,,,,,,,,,,,,,2.63197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-18,132.06,,,,,,0.0108464,,,,,,,,,,,,,,2.57915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-19,130.23,,,,,,0.0111217,,,,,,,,,,,,,,2.56348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-20,128.57,,,,,,0.0101137,,,,,,,,,,,,,,2.59031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-21,126.78,,,,,,0.00974518,,,,,,,,,,,,,,2.52798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-22,128.37,,,,,,0.0104008,,,,,,,,,,,,,,2.53531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-23,126.73,,,,,,0.0100193,,,,,,,,,,,,,,2.48431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-24,126.09,,,,,,0.010433,,,,,,,,,,,,,,2.43742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-25,127.99,,,,,,0.0105899,,,,,,,,,,,,,,2.46528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-26,128.02,,,,,,0.011676,,,,,,,,,,,,,,2.39876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-27,131.84,,,,,,,,,,,,,,,,,,,,2.44145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-28,133.93,,,,,,0.0143469,,,,,,,,,,,,,,2.34505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-29,140.28,,,,,,0.0141405,,,,,,,,,,,,,,2.39315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,131.65,,,,,,0.0110409,,,,,,,,,,,,,,2.23438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-01,132.55,,,,,,0.0119368,,,,,,,,,,,,,,2.3936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-02,132.04,,,,,,0.00930593,,,,,,,,,,,,,,2.42818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-03,123.07,,,,,,0.00840092,,,,,,,,,,,,,,2.01653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-04,128.26,,,,,,0.00946689,,,,,,,,,,,,,,2.2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-05,129.57,,,,,,0.0092795,,,,,,,,,,,,,,2.21442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-06,127.56,,,,,,0.0103753,,,,,,,,,,,,,,2.14452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-07,128.38,,,,,,0.00933073,,,,,,,,,,,,,,2.1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-08,125.72,,,,,,0.00971878,,,,,,,,,,,,,,2.05116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-09,130.9,,,,,,0.00944168,,,,,,,,,,,,,,1.95993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-10,129.68,,,,,,0.010089,,,,,,,,,,,,,,2.00256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-11,130.27,,,,,,0.00906698,,,,,,,,,,,,,,2.08044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-12,135.35,,,,,,0.00891616,,,,,,,,,,,,,,2.12099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-13,135.48,,,,,,0.00889263,,,,,,,,,,,,,,2.13799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-14,140.48,,,,,,0.00853884,,,,,,,,,,,,,,2.0817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-15,143.89,,,,,,0.00798699,,,,,,,,,,,,,,2.03158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-16,143.61,,,,,,0.00758473,,,,,,,,,,,,,,1.90007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-17,146.15,,,,,,0.00776452,,,,,,,,,,,,,,1.89834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-18,151.34,,,,,,0.00776709,,,,,,,,,,,,,,1.91093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-19,170.51,,,,,,0.00729291,,,,,,,,,,,,,,1.95658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-20,172.01,,,,,,0.00753032,,,,,,,,,,,,,,1.92744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-21,181.41,,,,,,0.00674171,,,,,,,,,,,,,,1.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-22,193.45,,,,,,0.00678454,,,,,,,,,,,,,,1.71588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-23,206.78,,,,,,0.0074298,,,,,,,,,,,,,,1.89033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-24,198.8,,,,,,0.00872816,,,,,,,,,,,,,,2.17744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-25,172.48,,,,,,0.00693994,,,,,,,,,,,,,,2.60692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-26,178.96,,,,,,0.00630711,,,,,,,,,,,,,,2.21626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-27,189.83,,,,,,0.00664484,,,,,,,,,,,,,,2.24922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-28,198.55,,,,,,0.0063276,,,,,,,,,,,,,,2.14753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-29,204.39,,,,,,0.00593466,,,,,,,,,,,,,,2.18909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-30,204.2,,,,,,0.00605789,,,,,,,,,,,,,,2.1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-31,203.88,,,,,,0.00599734,,,,,,,,,,,,,,2.24327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-01,205.26,,,,,,0.00618308,,,,,,,,,,,,,,2.33186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-02,206.89,,,,,,0.00653112,,,,,,,,,,,,,,2.45307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-03,212.45,,,,,,0.00715258,,,,,,,,,,,,,,2.97589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-04,226.28,,,,,,0.00719038,,,,,,,,,,,,,,3.08881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-05,230.63,,,,,,0.0069937,,,,,,,,,,,,,,3.03873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-06,260.85,,,,,,0.00775965,,,,,,,,,,,,,,3.08807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-07,295.63,,,,,,0.00889267,,,,,,,,,,,,,,4.39321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-08,332.02,,,,,,0.0105597,,,,,,,,,,,,,,4.5758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09,358.0,,,,,,0.00881359,,,,,,,,,,,,,,4.26784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-10,313.0,,,,,,,,,,,,,,,,,,,,3.88841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-11,340.55,,,,,,0.00837478,,,,,,,,,,,,,,3.9143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-12,355.48,,,,,,0.00892624,,,,,,,,,,,,,,3.99794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-13,404.17,,,,,,0.0105099,,,,,,,,,,,,,,4.22092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-14,408.84,,,,,,0.00987478,,,,,,,,,,,,,,4.34478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-15,424.16,,,,,,0.0096295,,,,,,,,,,,,,,4.33204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
